관리번호,운동기구명,동시사용인원,운동기구설치일,공원관리번호,공원명,관리기관전화번호,관리기관명,데이터기준일자,안내판유무,운동기구시설상태,운동기구특성,운동기구수리필요,운동기구너비(W),운동기구길이(L),운동기구높이(H),KC인증유무,위치명,설치위치,위도,경도,도로명주소,지번주소,행정동,제조사이름,제조사주소,제조사전화번호,제조사팩스번호,제조사홈페이지,전경사진,안내판사진
"27260-00076-02-05-014","오금펴기",2,"2010-05-01","27260-00076","지산공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","다리,허리","N",0.79,2.16,2.03,"N","지산공원",12,35.8213615417,128.6377716064,"","대구광역시 수성구 지산동 1274","지산2동","(주)에이치앤에스스포메딕","대구광역시 동구 율하동로 143, 가동 지하층 261호, 270호","053-817-4451","053-813-4452","www.야외운동기구.com","27260-00076-02-05-014-01.jpg","27260-00076-02-05-014-02.jpg"
"27230-00005-02-05-009","달리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상체,어깨,종아리,허벅지,전신,발목,무릎","N",0.74,2.86,2.29,"N","관음공원",12,35.9352722168,128.546081543,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-009-01.jpg","27230-00005-02-05-009-02.jpg"
"27230-00005-02-05-010","역기내(올)리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","어깨,팔,팔꿈치,상체","N",0.75,2.32,2.24,"N","관음공원",12,35.9353027344,128.546081543,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-010-01.jpg","27230-00005-02-05-010-02.jpg"
"27260-00076-02-05-015","등허리지압",2,"2010-05-01","27260-00076","지산공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","양호","등,허리,혈액순환","N",0.85,1.56,2.04,"N","지산공원",12,35.821346283,128.6377410889,"","대구광역시 수성구 지산동 1274","지산2동","(주)에이치앤에스스포메딕","대구광역시 동구 율하동로 143, 가동 지하층 261호, 270호","053-817-4451","053-813-4452","www.야외운동기구.com","27260-00076-02-05-015-01.jpg","27260-00076-02-05-015-02.jpg"
"27290-00179-02-05-017","다리근육풀기",3,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","하체","N",0.84,0.89,1.21,"N","두류공원",12,35.8536949158,128.5591583252,"","대구광역시 달서구 성당동 산 198-1","성당동","DesignPark","","","","","27290-00179-02-05-017-01.jpg","27290-00179-02-05-017-02.jpg"
"27290-00179-02-05-018","기타",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","상체,어깨","N",0.60,1.80,1.46,"N","두류공원",12,35.8537445068,128.5591125488,"","대구광역시 달서구 성당동 산 198-1","성당동","DesignPark","","","","","27290-00179-02-05-018-01.jpg","27290-00179-02-05-018-02.jpg"
"27230-00005-02-05-011","등허리지압",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","등,허리,신경계통","N",0.82,1.64,2.32,"N","관음공원",12,35.9354896545,128.546081543,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-011-01.jpg","27230-00005-02-05-011-02.jpg"
"27290-00179-02-05-019","등허리지압",2,"2021-11-22","27290-00179","두류공원","053-803-7480","대구광역시 두류공원관리사무소","2022-12-09","N","보통","허리,등","N",0.82,1.23,1.30,"N","두류공원",12,35.8537826538,128.5590820312,"","대구광역시 달서구 성당동 산 198-1","성당동","DesignPark","","","","","27290-00179-02-05-019-01.jpg","27290-00179-02-05-019-02.jpg"
"27140-00081-02-05-011","복합운동기구",2,"2018-09-10","27140-00081","기상대기념공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","양호","소화기,하체/복부,허리","N",0.83,2.05,2.05,"N","기상대기념공원",4,35.8848609924,128.6192626953,,"대구광역시 동구 신암동 716-87","신암1동","(주)미래파크","대구광역시 북구 검단동로11(검단동)","053-218-7775","053-218-7774","","27140-00081-02-05-011-01.jpg","27140-00081-02-05-011-02.jpg"
"27230-00005-02-05-012","파도타기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,하체","N",0.92,1.80,2.02,"N","관음공원",12,35.9355888367,128.5461273193,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","(주)오리온햄프로","인천광역시 서구 검단로 39번지","080-386-8272","","www.ehampro.co.kr","27230-00005-02-05-012-01.jpg","27230-00005-02-05-012-02.jpg"
"27140-00081-02-05-012","허리돌리기",2,"2018-09-10","27140-00081","기상대기념공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","양호","허리,복부,골반","N",0.43,1.80,1.81,"N","기상대기념공원",4,35.8849258423,128.6193389893,,"대구광역시 동구 신암동 716-87","신암1동","(주)그린나래","경기도 남양주시 진접읍 경복대로 512번길 32-88 (주)그린나래","031-721-5311","","","27140-00081-02-05-012-01.jpg","27140-00081-02-05-012-02.jpg"
"27230-00005-02-05-013","공중걷기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","하체,심폐,허리","N",0.80,2.70,2.02,"N","관음공원",12,35.9356269836,128.5461273193,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27230-00005-02-05-013-01.jpg","27230-00005-02-05-013-02.jpg"
"27140-00081-02-05-013","팔돌리기",2,"2018-09-10","27140-00081","기상대기념공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","양호","팔,어깨","N",1.22,1.42,2.05,"N","기상대기념공원",4,35.8848686218,128.6193084717,,"대구광역시 동구 신암동 716-87","신암1동","(주)미래파크","대구광역시 북구 검단동로11(검단동)","053-218-7775","053-218-7774","","27140-00081-02-05-013-01.jpg","27140-00081-02-05-013-02.jpg"
"27230-00005-02-05-014","파도타기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","엉덩이,복부,하체,심폐,혈액순환,소화기","N",0.74,1.56,2.15,"N","관음공원",12,35.9355506897,128.5461120605,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-014-01.jpg","27230-00005-02-05-014-02.jpg"
"27140-00081-02-05-014","복합운동기구",2,"2018-09-10","27140-00081","기상대기념공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","양호","엉덩이,허리,골반/심폐,상체,하체,허리,팔,다리","N",0.92,2.82,2.05,"N","기상대기념공원",4,35.8848838806,128.6193389893,,"대구광역시 동구 신암동 716-87","신암1동","(주)미래파크","대구광역시 북구 검단동로11(검단동)","053-218-7775","053-218-7774","","27140-00081-02-05-014-01.jpg","27140-00081-02-05-014-02.jpg"
"27230-00005-02-05-015","달리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","하체,허리,심폐","N",0.61,3.91,2.02,"N","관음공원",12,35.9356651306,128.5461273193,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27230-00005-02-05-015-01.jpg","27230-00005-02-05-015-02.jpg"
"27230-00005-02-05-016","역기내(올)리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상체,하체,어깨,팔,팔꿈치","N",0.73,2.35,2.15,"N","관음공원",11,35.9358024597,128.5458831787,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-016-01.jpg","27230-00005-02-05-016-02.jpg"
"27230-00005-02-05-017","공중걷기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","엉덩이,허리","N",0.73,2.57,2.15,"N","관음공원",11,35.9358444214,128.5458831787,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-017-01.jpg","27230-00005-02-05-017-02.jpg"
"27230-00005-02-05-018","팔돌리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","어깨,팔꿈치,손목,심폐","N",1.01,1.08,2.28,"N","관음공원",12,35.9356498718,128.5462799072,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-018-01.jpg","27230-00005-02-05-018-02.jpg"
"27230-00005-02-05-019","등허리지압",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","등,허리,신경계통","N",0.82,1.65,2.15,"N","관음공원",11,35.935874939,128.5458984375,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-019-01.jpg","27230-00005-02-05-019-02.jpg"
"27140-00081-02-05-015","기타",2,"2018-09-10","27140-00081","기상대기념공원","053-662-2863","대구광역시 동구청","2022-12-09","Y","양호","어깨,옆구리,팔","N",0.83,1.10,2.46,"N","기상대기념공원",4,35.8848991394,128.6193084717,,"대구광역시 동구 신암동 716-87","신암1동","(주)그린나래","경기도 남양주시 진접읍 경복대로 512번길 32-88 (주)그린나래","031-721-5311","","","27140-00081-02-05-015-01.jpg","27140-00081-02-05-015-02.jpg"
"27230-00005-02-05-020","오금펴기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","복부,하체","N",0.76,1.82,2.28,"N","관음공원",12,35.9356460571,128.5462341309,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-020-01.jpg","27230-00005-02-05-020-02.jpg"
"27230-00005-02-05-021","팔돌리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","어깨,팔꿈치,손목,심폐","N",1.01,1.08,2.15,"N","관음공원",11,35.9359092712,128.5459136963,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-021-01.jpg","27230-00005-02-05-021-02.jpg"
"27230-00005-02-05-022","달리기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","상체,어깨,종아리,허벅지,전신,발목,무릎","N",0.76,2.93,2.24,"N","관음공원",12,35.9356231689,128.5462799072,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-022-01.jpg","27230-00005-02-05-022-02.jpg"
"27230-00005-02-05-023","거꾸로 매달리기",1,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","혈액순환","N",0.80,1.27,1.75,"N","관음공원",11,35.9359474182,128.5459136963,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27230-00005-02-05-023-01.jpg","27230-00005-02-05-023-02.jpg"
"27200-00029-02-05-010","복합운동기구",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","팔,어깨,옆구리/심폐,상체,하체,허리,팔,다리","N",1.10,2.51,2.12,"N","앞산공원",3,35.8254118206,128.6030817771,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27200-00029-02-05-010-01.jpg","27200-00029-02-05-010-02.jpg"
"27200-00029-02-05-011","거꾸로 매달리기",1,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","머리,심장,혈액순환","N",0.75,1.48,1.69,"N","앞산공원",3,35.8253524599,128.6030439551,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27200-00029-02-05-011-01.jpg","27200-00029-02-05-011-02.jpg"
"27200-00029-02-05-012","공중걷기",1,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","엉덩이,무릎,발목,발,하체","N",1.09,0.48,1.38,"N","앞산공원",3,35.8253785875,128.6030657688,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)디자인파크개발","서울특별시 강서구 공항동 11-10 (주)케이티공항사옥2층","02-2665-6006","02-706-9773","www.dp566.com","27200-00029-02-05-012-01.jpg","27200-00029-02-05-012-02.jpg"
"27200-00029-02-05-013","복합운동기구",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","허리,하체/복부,허리,하복부","N",0.79,1.82,2.09,"N","앞산공원",3,35.8253191577,128.6030302254,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)H&S스포메딕","대구광역시 동구 율하동로 143, 가동 지하 261호, 270호","053-817-4451","053-813-4452","www.실외운동기구.com","27200-00029-02-05-013-01.jpg","27200-00029-02-05-013-02.jpg"
"27200-00029-02-05-014","복합운동기구",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","심폐,하체,허리/어깨,허리","N",1.00,1.75,2.09,"N","앞산공원",3,35.8252921586,128.603017927,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)H&S스포메딕","대구광역시 동구 율하동로 17길 46, 305호","053-817-4451","053-813-4452","","27200-00029-02-05-014-01.jpg","27200-00029-02-05-014-02.jpg"
"27230-00005-02-05-024","공중걷기",2,"2010-05-01","27230-00005","관음공원","053-665-2864","대구광역시 북구청","2022-12-09","Y","보통","허리,엉덩이","N",0.75,2.60,2.17,"N","관음공원",12,35.9355201721,128.5460968018,"대구광역시 북구 구암로 47","대구광역시 북구 관음동 1372","관음동","SunParkSports","","053-357-3855","","www.sunchair.co.kr","27230-00005-02-05-024-01.jpg","27230-00005-02-05-024-02.jpg"
"27200-00029-02-05-015","복합운동기구",2,"2021-06-30","27200-00029","앞산공원","053-803-7430","대구광역시 앞산공원관리사무소","2022-12-09","Y","보통","허리,옆구리,발/복부,옆구리","N",1.33,1.41,2.12,"N","앞산공원",3,35.8252623053,128.6030042249,"","대구광역시 남구 대명동 산 227-5","대명9동","(주)디자인파크개발","서울시 강서구 마곡서로 133 (마곡엠밸리) 713동 404호 (주)디자인파크개발","02-2665-6006","","www.designpark.or.kr","27200-00029-02-05-015-01.jpg","27200-00029-02-05-015-02.jpg"
"27260-00083-02-05-001","파도타기",2,"2021-05-20","27260-00083","무학산공원","053-666-2865","대구광역시 수성구청","2022-12-09","Y","보통","허리,하체","N",0.98,1.91,1.76,"Y","무학산공원",5,35.8254776001,128.643371582,"","대구광역시 수성구 황금동 산 106","황금1동","(주)오리온햄프로","서울특별시 양천구 중앙로 332, 301","080-386-8272","","www.ehampro.co.kr","27260-00083-02-05-001-01.jpg","27260-00083-02-05-001-02.jpg"
